order_id,restaurant_id,customer_lat,customer_lng,order_time,prep_time,promised_window
0,196.0,0.31684105541547103,1.6060117927158346,10.001985958013735,5.0,45
1,147.0,2.3030957708630337,7.489557144473902,10.002850282910615,10.94400041348749,45
2,122.0,7.0654363146274335,3.686251090816638,10.002976284501731,14.107558510909934,45
3,84.0,7.471885880803485,4.668528952815773,10.005077542721828,9.097234115127451,45
4,198.0,1.4298670483287135,0.7370461784381699,10.014204324622815,11.889783707461916,45
5,21.0,3.4275781365729383,9.545277196565934,10.02174440643102,9.553559878950884,45
6,133.0,8.353125681895632,6.6183630900879855,10.022558602298927,7.558541569489672,45
7,196.0,9.94104244325465,1.5251428329954153,10.026790637729306,9.09313125048084,45
8,164.0,4.9635545506135434,8.10396315693059,10.028543219362847,14.581432693488026,45
9,75.0,8.564951081235302,8.78869235186504,10.035552646724762,8.534496414585952,45
10,72.0,5.344714174089772,1.1673893429026339,10.037690872577466,6.73973213883283,45
11,28.0,5.905712869103942,9.544195213633195,10.039518746366618,12.912373220242024,45
12,165.0,3.310518143500513,0.07729922738990314,10.040350085930712,18.691047978364132,45
13,94.0,8.399148866460157,8.66248730884929,10.040359748299025,11.304612786527297,45
14,130.0,3.839856393789586,3.3422690037788403,10.040475322606666,13.673915125296428,45
15,199.0,2.346449022974153,4.798386489009734,10.040673937229052,5.0,45
16,124.0,8.973788809763025,4.847997303615109,10.041000024206706,12.85164508004275,45
17,192.0,4.039184533550247,0.49468534786554885,10.042930535200377,5.0,45
18,4.0,0.39933391674296215,3.775832008180313,10.044428881989003,20.0,45
19,173.0,6.913291571085084,8.3312978693456,10.046969268824688,8.211054205367638,45
20,168.0,2.2819597512470113,6.760471505926748,10.04829533916267,15.713156142332286,45
21,12.0,4.260013761472202,3.727991816402266,10.055014376143303,14.989067737471583,45
22,103.0,5.617530451887962,7.29315981206815,10.058887510113792,7.352464536725565,45
23,14.0,9.087308720163334,1.9341833803845876,10.059718239260526,17.093021430353044,45
24,177.0,3.534079797309434,2.8682204512182152,10.062896041711248,12.191494827569358,45
25,198.0,9.799262135801971,0.8716826767296737,10.06440469574209,13.388850378071611,45
26,39.0,3.4614292643429225,7.112523934128624,10.065324510300286,8.194310548940258,45
27,28.0,4.72137940214087,1.8313873390605129,10.0659033980748,13.360085016747753,45
28,3.0,7.612313354066401,9.635930056037816,10.06641485095623,13.772596668895332,45
29,121.0,0.1830909631970168,9.980486356451326,10.06761711833715,7.6410817267267825,45
30,165.0,1.7612860668992636,8.129514030252077,10.067745406717203,18.972722714316358,45
31,69.0,7.91172033300967,0.7145552476495021,10.067956006309561,16.497721585456887,45
32,1.0,0.9597087017696682,6.504591030736049,10.07076328044144,13.136529506464083,45
33,66.0,1.0616387758270807,4.8803638285419195,10.071292862496037,9.297516048121038,45
34,89.0,7.8232171833780075,0.18305199092172875,10.073926099632095,11.806641428291586,45
35,56.0,5.716045942872688,8.252271579653298,10.074045726008325,19.139988073589667,45
36,168.0,5.783407931763808,4.860437260620705,10.079108864067269,13.271835224351875,45
37,192.0,6.296194490394306,9.347506812596642,10.080835004197645,7.585287132987164,45
38,169.0,2.5827763971952686,7.872064274524304,10.08435044576343,16.290618251430946,45
39,127.0,2.011789021683775,5.894049348125515,10.087273692328111,11.431336582943551,45
40,117.0,2.108000496322635,3.2003133902400793,10.088009810034164,11.189639096662885,45
41,52.0,2.9360386294550445,0.8338684600634227,10.092118216921852,13.211922101984436,45
42,1.0,1.0488154328178212,8.962719004132516,10.09370080216458,11.580062396720336,45
43,55.0,0.6898291514464316,2.6389538577120386,10.095105496089129,14.15578651874494,45
44,44.0,6.056027248007155,8.281932549086296,10.097754978330823,19.353497546129187,45
45,29.0,8.306794770127285,6.921760348559155,10.10414990005193,9.779848494165664,45
46,179.0,2.7569027112113886,4.809294695634296,10.104473764750523,16.720054771006133,45
47,4.0,6.194188520919873,1.4110605260288656,10.106605645945935,19.37420235844148,45
48,81.0,5.525002369786956,7.203344093627009,10.114520236806719,19.815908714046987,45
49,169.0,2.43985945550391,9.087136473635692,10.11816190014413,15.742971444337163,45
50,23.0,9.300885079469971,1.768292035578407,10.12115211794245,17.836604256443444,45
51,48.0,8.895292349828809,8.109134564964243,10.12137317993003,18.643166712707004,45
52,81.0,0.6885406449344877,8.671916778216255,10.124442007507668,16.29577358427037,45
53,16.0,7.302765029179525,8.580531203495585,10.124687992502032,5.0,45
54,106.0,9.473243615279998,6.942376505384633,10.126387104616375,5.0,45
55,85.0,9.21294701326409,9.642162085879098,10.126619641790807,8.248123240472612,45
56,112.0,7.8098626264197,5.242026957555469,10.132565742553332,9.132781767836551,45
57,63.0,1.563869984335241,2.372733071581501,10.132829536823415,19.20819330990834,45
58,4.0,5.588492951996418,7.899344522937816,10.135757029279755,20.0,45
59,199.0,7.288974931257638,5.123872350950229,10.136068698812675,8.721971267280379,45
60,174.0,8.796069794422344,4.930806503216313,10.141078239126113,15.882300692229302,45
61,62.0,0.3049793808428203,4.809538225834458,10.141994030557266,8.256937554119105,45
62,151.0,6.2961616002473715,6.85455252276463,10.144750213868809,13.918995012737696,45
63,191.0,4.750680500859663,9.92006054898246,10.14538846719578,18.26860381612136,45
64,131.0,6.250803782769976,7.857781700017288,10.145497001052938,13.545699019589488,45
65,116.0,4.170368120675194,9.104763632241733,10.148092552724489,12.772446056552756,45
66,10.0,6.398832377324078,0.6877217232389732,10.148916580721915,10.790096742749952,45
67,112.0,2.979287980812156,3.9561279752725476,10.151438345069776,7.885525137518723,45
68,79.0,4.921220164195962,0.2628847347959895,10.1542904094037,17.826991814465007,45
69,176.0,7.242470472998113,7.368354595998724,10.156354813085006,17.365029529185637,45
70,188.0,4.842844968537162,8.561892028450895,10.156918410095379,14.24503144880244,45
71,74.0,2.435612492238377,8.601854434355191,10.161469700976053,18.789250397382563,45
72,35.0,1.1812013313217573,9.90754143905733,10.162207260396642,7.77497128769383,45
73,161.0,6.183285268023856,4.220675194830074,10.164382604906974,8.757930505423174,45
74,71.0,5.477195713216037,9.265757314752262,10.164618120384283,13.960407686200291,45
75,35.0,2.914953128137918,7.7529768762122,10.174409623191888,5.0,45
76,160.0,8.229645202930234,6.251750083098483,10.174805857015347,6.73638398457728,45
77,186.0,0.6092581007594677,8.204449600200494,10.179495935121226,7.141975272782636,45
78,132.0,3.8916897485720883,2.4616183752393983,10.181233714476328,13.306964207587338,45
79,120.0,2.9592092927148994,6.238303473756113,10.187485334040586,19.12347373411844,45
80,56.0,0.5924726274824588,7.724206380240412,10.189758354795545,16.959813395834086,45
81,184.0,2.0904050837468757,5.570746401228595,10.192925746542663,5.0,45
82,119.0,5.067445798378877,6.065477388811637,10.193298622592044,14.112218687543566,45
83,18.0,8.667418558127844,2.619625441426562,10.196877144723384,17.297884931134575,45
84,7.0,2.666734524800799,1.88853795722427,10.197829624640026,15.090191447434377,45
85,97.0,5.17012005916949,7.74131395527919,10.204606552770143,20.0,45
86,13.0,7.137642677967787,1.6514013757232038,10.209617563348031,9.651243816972428,45
87,151.0,9.713479852752108,2.4583525498129633,10.210191890344747,14.319711512728222,45
88,2.0,1.4894706355591958,9.040533557661165,10.215348142821902,10.585788753197523,45
89,54.0,6.319581567967497,4.702154590624872,10.216199771441556,10.322918735953854,45
90,145.0,1.4958450339101281,6.67563997621807,10.216640594896306,9.037094057097674,45
91,117.0,4.3391875347678575,6.748314094068167,10.218463637238383,9.901034603164515,45
92,133.0,7.5378569864958225,8.779308902296496,10.222374803131999,7.438350835422312,45
93,147.0,4.655923886716704,7.781611864947346,10.22253755533768,14.007330995475112,45
94,95.0,6.612454951411138,2.806963031569886,10.22354239219747,8.37427553465534,45
95,15.0,5.4554095213343325,3.5421357187481517,10.227987346866323,5.0,45
96,107.0,7.7485434673490685,9.320569483919748,10.230340750768852,5.0,45
